Energy	All	Alpha	Beta	Gama	Other
3094	5	5	0	0	0
3095	4	4	0	0	0
3096	5	5	0	0	0
3097	5	5	0	0	0
3098	6	6	0	0	0
3099	7	7	0	0	0
3100	8	8	0	0	0
3101	2	2	0	0	0
3102	2	2	0	0	0
3103	6	6	0	0	0
3104	6	6	0	0	0
3105	6	6	0	0	0
3106	6	6	0	0	0
3107	5	5	0	0	0
3108	7	7	0	0	0
3109	5	5	0	0	0
3110	4	4	0	0	0
3111	4	4	0	0	0
3112	3	3	0	0	0
3113	5	5	0	0	0
3114	8	8	0	0	0
3115	5	5	0	0	0
3116	9	9	0	0	0
3117	5	5	0	0	0
3118	5	5	0	0	0
3119	1	1	0	0	0
3120	8	8	0	0	0
3121	6	6	0	0	0
3122	5	5	0	0	0
3123	6	6	0	0	0
3124	4	4	0	0	0
3125	8	8	0	0	0
3126	2	2	0	0	0
3127	3	3	0	0	0
3128	4	4	0	0	0
3129	9	9	0	0	0
3130	4	4	0	0	0
3131	7	7	0	0	0
3132	3	3	0	0	0
3133	9	9	0	0	0
3134	2	2	0	0	0
3135	1	1	0	0	0
3136	3	3	0	0	0
3137	3	3	0	0	0
3138	6	6	0	0	0
3139	6	6	0	0	0
3140	3	3	0	0	0
3141	7	7	0	0	0
3142	4	4	0	0	0
3143	8	8	0	0	0
3144	2	2	0	0	0
3145	9	9	0	0	0
3146	2	2	0	0	0
3147	4	4	0	0	0
3148	3	3	0	0	0
3149	5	5	0	0	0
3150	4	4	0	0	0
3151	10	10	0	0	0
3152	6	6	0	0	0
3153	3	3	0	0	0
3154	7	7	0	0	0
3155	2	2	0	0	0
3156	3	3	0	0	0
3157	6	6	0	0	0
3158	11	11	0	0	0
3159	8	8	0	0	0
3160	5	5	0	0	0
3161	6	6	0	0	0
3162	5	5	0	0	0
3163	4	4	0	0	0
3164	6	6	0	0	0
3165	4	4	0	0	0
3166	5	5	0	0	0
3167	7	7	0	0	0
3168	9	9	0	0	0
3169	9	9	0	0	0
3170	3	3	0	0	0
3171	8	8	0	0	0
3172	1	1	0	0	0
3173	5	5	0	0	0
3174	8	8	0	0	0
3175	4	4	0	0	0
3176	8	8	0	0	0
3177	5	5	0	0	0
3178	6	6	0	0	0
3179	3	3	0	0	0
3180	6	6	0	0	0
3181	9	9	0	0	0
3182	4	4	0	0	0
3183	7	7	0	0	0
3184	4	4	0	0	0
3185	8	8	0	0	0
3186	6	6	0	0	0
3187	5	5	0	0	0
3188	2	2	0	0	0
3189	3	3	0	0	0
3190	2	2	0	0	0
3191	8	8	0	0	0
3192	9	9	0	0	0
3193	6	6	0	0	0
3194	11	11	0	0	0
3195	9	9	0	0	0
3196	5	5	0	0	0
3197	6	6	0	0	0
3198	7	7	0	0	0
3199	5	5	0	0	0
3200	5	5	0	0	0
3201	7	7	0	0	0
3202	3	3	0	0	0
3203	4	4	0	0	0
3204	4	4	0	0	0
3205	6	6	0	0	0
3206	7	7	0	0	0
3207	4	4	0	0	0
3208	6	6	0	0	0
3209	6	6	0	0	0
3210	5	5	0	0	0
3211	7	7	0	0	0
3212	7	7	0	0	0
3213	5	5	0	0	0
3214	4	4	0	0	0
3215	5	5	0	0	0
3216	10	10	0	0	0
3217	1	1	0	0	0
3218	1	1	0	0	0
3219	8	8	0	0	0
3220	3	3	0	0	0
3221	7	7	0	0	0
3222	3	3	0	0	0
3223	8	8	0	0	0
3224	3	3	0	0	0
3225	8	8	0	0	0
3226	6	6	0	0	0
3227	8	8	0	0	0
3228	5	5	0	0	0
3229	9	9	0	0	0
3230	3	3	0	0	0
3231	5	5	0	0	0
3232	6	6	0	0	0
3233	5	5	0	0	0
3234	5	5	0	0	0
3235	7	7	0	0	0
3236	5	5	0	0	0
3237	5	5	0	0	0
3238	5	5	0	0	0
3239	8	8	0	0	0
3240	8	8	0	0	0
3241	5	5	0	0	0
3242	5	5	0	0	0
3243	8	8	0	0	0
3244	5	5	0	0	0
3245	8	8	0	0	0
3246	7	7	0	0	0
3247	9	9	0	0	0
3248	11	11	0	0	0
3249	11	11	0	0	0
3250	6	6	0	0	0
3251	4	4	0	0	0
3252	6	6	0	0	0
3253	9	9	0	0	0
3254	4	4	0	0	0
3255	8	8	0	0	0
3256	8	8	0	0	0
3257	6	6	0	0	0
3258	8	8	0	0	0
3259	5	5	0	0	0
3260	4	4	0	0	0
3261	5	5	0	0	0
3262	6	6	0	0	0
3263	7	7	0	0	0
3264	2	2	0	0	0
3265	7	7	0	0	0
3266	3	3	0	0	0
3267	3	3	0	0	0
3268	8	8	0	0	0
3269	7	7	0	0	0
3270	9	9	0	0	0
3271	7	7	0	0	0
3272	7	7	0	0	0
3273	6	6	0	0	0
3274	13	13	0	0	0
3275	5	5	0	0	0
3276	6	6	0	0	0
3277	3	3	0	0	0
3278	6	6	0	0	0
3279	5	5	0	0	0
3280	7	7	0	0	0
3281	5	5	0	0	0
3282	8	8	0	0	0
3283	6	6	0	0	0
3284	7	7	0	0	0
3285	6	6	0	0	0
3286	8	8	0	0	0
3287	8	8	0	0	0
3288	3	3	0	0	0
3289	5	5	0	0	0
3290	5	5	0	0	0
3291	9	9	0	0	0
3292	10	10	0	0	0
3293	3	3	0	0	0
3294	4	4	0	0	0
3295	10	10	0	0	0
3296	5	5	0	0	0
3297	9	9	0	0	0
3298	4	4	0	0	0
3299	8	8	0	0	0
3300	7	7	0	0	0
3301	11	11	0	0	0
3302	8	8	0	0	0
3303	5	5	0	0	0
3304	10	10	0	0	0
3305	12	12	0	0	0
3306	9	9	0	0	0
3307	6	6	0	0	0
3308	6	6	0	0	0
3309	8	8	0	0	0
3310	5	5	0	0	0
3311	9	9	0	0	0
3312	10	10	0	0	0
3313	4	4	0	0	0
3314	5	5	0	0	0
3315	8	8	0	0	0
3316	8	8	0	0	0
3317	8	8	0	0	0
3318	10	10	0	0	0
3319	6	6	0	0	0
3320	8	8	0	0	0
3321	7	7	0	0	0
3322	6	6	0	0	0
3323	6	6	0	0	0
3324	10	10	0	0	0
3325	7	7	0	0	0
3326	5	5	0	0	0
3327	8	8	0	0	0
3328	7	7	0	0	0
3329	5	5	0	0	0
3330	4	4	0	0	0
3331	4	4	0	0	0
3332	13	13	0	0	0
3333	6	6	0	0	0
3334	3	3	0	0	0
3335	9	9	0	0	0
3336	13	13	0	0	0
3337	6	6	0	0	0
3338	3	3	0	0	0
3339	5	5	0	0	0
3340	3	3	0	0	0
3341	12	12	0	0	0
3342	6	6	0	0	0
3343	7	7	0	0	0
3344	11	11	0	0	0
3345	2	2	0	0	0
3346	7	7	0	0	0
3347	5	5	0	0	0
3348	8	8	0	0	0
3349	6	6	0	0	0
3350	8	8	0	0	0
3351	8	8	0	0	0
3352	6	6	0	0	0
3353	11	11	0	0	0
3354	8	8	0	0	0
3355	7	7	0	0	0
3356	9	9	0	0	0
3357	4	4	0	0	0
3358	9	9	0	0	0
3359	6	6	0	0	0
3360	4	4	0	0	0
3361	6	6	0	0	0
3362	6	6	0	0	0
3363	14	14	0	0	0
3364	5	5	0	0	0
3365	4	4	0	0	0
3366	4	4	0	0	0
3367	7	7	0	0	0
3368	4	4	0	0	0
3369	8	8	0	0	0
3370	6	6	0	0	0
3371	6	6	0	0	0
3372	1	1	0	0	0
3373	8	8	0	0	0
3374	7	7	0	0	0
3375	10	10	0	0	0
3376	3	3	0	0	0
3377	7	7	0	0	0
3378	6	6	0	0	0
3379	9	9	0	0	0
3380	12	12	0	0	0
3381	4	4	0	0	0
3382	9	9	0	0	0
3383	7	7	0	0	0
3384	8	8	0	0	0
3385	7	7	0	0	0
3386	5	5	0	0	0
3387	3	3	0	0	0
3388	10	10	0	0	0
3389	11	11	0	0	0
3390	12	12	0	0	0
3391	7	7	0	0	0
3392	7	7	0	0	0
3393	7	7	0	0	0
3394	8	8	0	0	0
3395	8	8	0	0	0
3396	11	11	0	0	0
3397	7	7	0	0	0
3398	5	5	0	0	0
3399	6	6	0	0	0
3400	10	10	0	0	0
3401	11	11	0	0	0
3402	7	7	0	0	0
3403	9	9	0	0	0
3404	6	6	0	0	0
3405	10	10	0	0	0
3406	9	9	0	0	0
3407	9	9	0	0	0
3408	8	8	0	0	0
3409	7	7	0	0	0
3410	12	12	0	0	0
3411	7	7	0	0	0
3412	7	7	0	0	0
3413	9	9	0	0	0
3414	7	7	0	0	0
3415	6	6	0	0	0
3416	12	12	0	0	0
3417	10	10	0	0	0
3418	8	8	0	0	0
3419	7	7	0	0	0
3420	10	10	0	0	0
3421	11	11	0	0	0
3422	15	15	0	0	0
3423	8	8	0	0	0
3424	7	7	0	0	0
3425	9	9	0	0	0
3426	4	4	0	0	0
3427	7	7	0	0	0
3428	12	12	0	0	0
3429	9	9	0	0	0
3430	13	13	0	0	0
3431	6	6	0	0	0
3432	13	13	0	0	0
3433	5	5	0	0	0
3434	13	13	0	0	0
3435	10	10	0	0	0
3436	12	12	0	0	0
3437	11	11	0	0	0
3438	8	8	0	0	0
3439	10	10	0	0	0
3440	7	7	0	0	0
3441	11	11	0	0	0
3442	9	9	0	0	0
3443	10	10	0	0	0
3444	11	11	0	0	0
3445	10	10	0	0	0
3446	8	8	0	0	0
3447	7	7	0	0	0
3448	11	11	0	0	0
3449	5	5	0	0	0
3450	12	12	0	0	0
3451	9	9	0	0	0
3452	12	12	0	0	0
3453	7	7	0	0	0
3454	10	10	0	0	0
3455	11	11	0	0	0
3456	6	6	0	0	0
3457	9	9	0	0	0
3458	8	8	0	0	0
3459	12	12	0	0	0
3460	8	8	0	0	0
3461	8	8	0	0	0
3462	8	8	0	0	0
3463	14	14	0	0	0
3464	9	9	0	0	0
3465	9	9	0	0	0
3466	6	6	0	0	0
3467	12	12	0	0	0
3468	15	15	0	0	0
3469	14	14	0	0	0
3470	9	9	0	0	0
3471	4	4	0	0	0
3472	10	10	0	0	0
3473	8	8	0	0	0
3474	3	3	0	0	0
3475	6	6	0	0	0
3476	12	12	0	0	0
3477	4	4	0	0	0
3478	7	7	0	0	0
3479	4	4	0	0	0
3480	11	11	0	0	0
3481	10	10	0	0	0
3482	9	9	0	0	0
3483	7	7	0	0	0
3484	8	8	0	0	0
3485	9	9	0	0	0
3486	12	12	0	0	0
3487	10	10	0	0	0
3488	7	7	0	0	0
3489	14	14	0	0	0
3490	11	11	0	0	0
3491	7	7	0	0	0
3492	12	12	0	0	0
3493	14	14	0	0	0
3494	3	3	0	0	0
3495	11	11	0	0	0
3496	6	6	0	0	0
3497	7	7	0	0	0
3498	11	11	0	0	0
3499	13	13	0	0	0
3500	9	9	0	0	0
3501	13	13	0	0	0
3502	6	6	0	0	0
3503	10	10	0	0	0
3504	9	9	0	0	0
3505	10	10	0	0	0
3506	12	12	0	0	0
3507	9	9	0	0	0
3508	9	9	0	0	0
3509	11	11	0	0	0
3510	8	8	0	0	0
3511	15	15	0	0	0
3512	6	6	0	0	0
3513	10	10	0	0	0
3514	12	12	0	0	0
3515	11	11	0	0	0
3516	12	12	0	0	0
3517	13	13	0	0	0
3518	9	9	0	0	0
3519	10	10	0	0	0
3520	13	13	0	0	0
3521	12	12	0	0	0
3522	10	10	0	0	0
3523	7	7	0	0	0
3524	8	8	0	0	0
3525	15	15	0	0	0
3526	10	10	0	0	0
3527	14	14	0	0	0
3528	10	10	0	0	0
3529	11	11	0	0	0
3530	9	9	0	0	0
3531	11	11	0	0	0
3532	9	9	0	0	0
3533	18	18	0	0	0
3534	11	11	0	0	0
3535	10	10	0	0	0
3536	10	10	0	0	0
3537	10	10	0	0	0
3538	10	10	0	0	0
3539	11	11	0	0	0
3540	8	8	0	0	0
3541	9	9	0	0	0
3542	11	11	0	0	0
3543	13	13	0	0	0
3544	11	11	0	0	0
3545	7	7	0	0	0
3546	10	10	0	0	0
3547	7	7	0	0	0
3548	13	13	0	0	0
3549	12	12	0	0	0
3550	7	7	0	0	0
3551	9	9	0	0	0
3552	13	13	0	0	0
3553	8	8	0	0	0
3554	16	16	0	0	0
3555	11	11	0	0	0
3556	13	13	0	0	0
3557	8	8	0	0	0
3558	12	12	0	0	0
3559	9	9	0	0	0
3560	12	12	0	0	0
3561	15	15	0	0	0
3562	15	15	0	0	0
3563	6	6	0	0	0
3564	15	15	0	0	0
3565	7	7	0	0	0
3566	15	15	0	0	0
3567	16	16	0	0	0
3568	14	14	0	0	0
3569	10	10	0	0	0
3570	13	13	0	0	0
3571	16	16	0	0	0
3572	10	10	0	0	0
3573	14	14	0	0	0
3574	8	8	0	0	0
3575	7	7	0	0	0
3576	15	15	0	0	0
3577	9	9	0	0	0
3578	12	12	0	0	0
3579	11	11	0	0	0
3580	11	11	0	0	0
3581	7	7	0	0	0
3582	12	12	0	0	0
3583	9	9	0	0	0
3584	9	9	0	0	0
3585	10	10	0	0	0
3586	13	13	0	0	0
3587	15	15	0	0	0
3588	11	11	0	0	0
3589	16	16	0	0	0
3590	13	13	0	0	0
3591	9	9	0	0	0
3592	11	11	0	0	0
3593	4	4	0	0	0
3594	10	10	0	0	0
3595	14	14	0	0	0
3596	17	17	0	0	0
3597	15	15	0	0	0
3598	15	15	0	0	0
3599	11	11	0	0	0
3600	18	18	0	0	0
3601	14	14	0	0	0
3602	16	16	0	0	0
3603	11	11	0	0	0
3604	14	14	0	0	0
3605	9	9	0	0	0
3606	13	13	0	0	0
3607	9	9	0	0	0
3608	13	13	0	0	0
3609	18	18	0	0	0
3610	13	13	0	0	0
3611	5	5	0	0	0
3612	15	15	0	0	0
3613	10	10	0	0	0
3614	9	9	0	0	0
3615	14	14	0	0	0
3616	15	15	0	0	0
3617	13	13	0	0	0
3618	12	12	0	0	0
3619	13	13	0	0	0
3620	8	8	0	0	0
3621	18	18	0	0	0
3622	11	11	0	0	0
3623	12	12	0	0	0
3624	11	11	0	0	0
3625	20	20	0	0	0
3626	9	9	0	0	0
3627	6	6	0	0	0
3628	12	12	0	0	0
3629	16	16	0	0	0
3630	16	16	0	0	0
3631	5	5	0	0	0
3632	10	10	0	0	0
3633	14	14	0	0	0
3634	15	15	0	0	0
3635	17	17	0	0	0
3636	8	8	0	0	0
3637	13	13	0	0	0
3638	13	13	0	0	0
3639	15	15	0	0	0
3640	10	10	0	0	0
3641	9	9	0	0	0
3642	15	15	0	0	0
3643	10	10	0	0	0
3644	16	16	0	0	0
3645	16	16	0	0	0
3646	11	11	0	0	0
3647	14	14	0	0	0
3648	11	11	0	0	0
3649	17	17	0	0	0
3650	26	26	0	0	0
3651	8	8	0	0	0
3652	14	14	0	0	0
3653	7	7	0	0	0
3654	13	13	0	0	0
3655	18	18	0	0	0
3656	16	16	0	0	0
3657	14	14	0	0	0
3658	11	11	0	0	0
3659	15	15	0	0	0
3660	12	12	0	0	0
3661	12	12	0	0	0
3662	16	16	0	0	0
3663	14	14	0	0	0
3664	11	11	0	0	0
3665	10	10	0	0	0
3666	14	14	0	0	0
3667	12	12	0	0	0
3668	15	15	0	0	0
3669	13	13	0	0	0
3670	16	16	0	0	0
3671	18	18	0	0	0
3672	5	5	0	0	0
3673	17	17	0	0	0
3674	15	15	0	0	0
3675	11	11	0	0	0
3676	14	14	0	0	0
3677	17	17	0	0	0
3678	11	11	0	0	0
3679	14	14	0	0	0
3680	19	19	0	0	0
3681	15	15	0	0	0
3682	18	18	0	0	0
3683	15	15	0	0	0
3684	12	12	0	0	0
3685	12	12	0	0	0
3686	13	13	0	0	0
3687	16	16	0	0	0
3688	14	14	0	0	0
3689	14	14	0	0	0
3690	9	9	0	0	0
3691	17	17	0	0	0
3692	18	18	0	0	0
3693	13	13	0	0	0
3694	15	15	0	0	0
3695	15	15	0	0	0
3696	13	13	0	0	0
3697	17	17	0	0	0
3698	16	16	0	0	0
3699	9	9	0	0	0
3700	19	19	0	0	0
3701	13	13	0	0	0
3702	11	11	0	0	0
3703	18	18	0	0	0
3704	12	12	0	0	0
3705	15	15	0	0	0
3706	15	15	0	0	0
3707	12	12	0	0	0
3708	18	18	0	0	0
3709	15	15	0	0	0
3710	8	8	0	0	0
3711	19	19	0	0	0
3712	16	16	0	0	0
3713	15	15	0	0	0
3714	12	12	0	0	0
3715	14	14	0	0	0
3716	14	14	0	0	0
3717	14	14	0	0	0
3718	16	16	0	0	0
3719	14	14	0	0	0
3720	14	14	0	0	0
3721	17	17	0	0	0
3722	9	9	0	0	0
3723	12	12	0	0	0
3724	12	12	0	0	0
3725	14	14	0	0	0
3726	18	18	0	0	0
3727	21	21	0	0	0
3728	14	14	0	0	0
3729	14	14	0	0	0
3730	7	7	0	0	0
3731	14	14	0	0	0
3732	21	21	0	0	0
3733	14	14	0	0	0
3734	15	15	0	0	0
3735	18	18	0	0	0
3736	11	11	0	0	0
3737	20	20	0	0	0
3738	20	20	0	0	0
3739	17	17	0	0	0
3740	21	21	0	0	0
3741	18	18	0	0	0
3742	19	19	0	0	0
3743	15	15	0	0	0
3744	21	21	0	0	0
3745	13	13	0	0	0
3746	8	8	0	0	0
3747	10	10	0	0	0
3748	23	23	0	0	0
3749	17	17	0	0	0
3750	13	13	0	0	0
3751	16	16	0	0	0
3752	17	17	0	0	0
3753	17	17	0	0	0
3754	15	15	0	0	0
3755	12	12	0	0	0
3756	11	11	0	0	0
3757	21	21	0	0	0
3758	13	13	0	0	0
3759	15	15	0	0	0
3760	18	18	0	0	0
3761	21	21	0	0	0
3762	19	19	0	0	0
3763	9	9	0	0	0
3764	14	14	0	0	0
3765	22	22	0	0	0
3766	17	17	0	0	0
3767	18	18	0	0	0
3768	19	19	0	0	0
3769	13	13	0	0	0
3770	11	11	0	0	0
3771	19	19	0	0	0
3772	18	18	0	0	0
3773	12	12	0	0	0
3774	13	13	0	0	0
3775	24	24	0	0	0
3776	17	17	0	0	0
3777	27	27	0	0	0
3778	16	16	0	0	0
3779	20	20	0	0	0
3780	15	15	0	0	0
3781	20	20	0	0	0
3782	15	15	0	0	0
3783	22	22	0	0	0
3784	21	21	0	0	0
3785	12	12	0	0	0
3786	27	27	0	0	0
3787	16	16	0	0	0
3788	16	16	0	0	0
3789	20	20	0	0	0
3790	13	13	0	0	0
3791	15	15	0	0	0
3792	18	18	0	0	0
3793	18	18	0	0	0
3794	16	16	0	0	0
3795	16	16	0	0	0
3796	15	15	0	0	0
3797	24	24	0	0	0
3798	17	17	0	0	0
3799	17	17	0	0	0
3800	24	24	0	0	0
3801	18	18	0	0	0
3802	13	13	0	0	0
3803	12	12	0	0	0
3804	23	23	0	0	0
3805	15	15	0	0	0
3806	18	18	0	0	0
3807	26	26	0	0	0
3808	14	14	0	0	0
3809	19	19	0	0	0
3810	19	19	0	0	0
3811	20	20	0	0	0
3812	16	16	0	0	0
3813	18	18	0	0	0
3814	13	13	0	0	0
3815	17	17	0	0	0
3816	19	19	0	0	0
3817	12	12	0	0	0
3818	22	22	0	0	0
3819	13	13	0	0	0
3820	19	19	0	0	0
3821	17	17	0	0	0
3822	22	22	0	0	0
3823	23	23	0	0	0
3824	24	24	0	0	0
3825	22	22	0	0	0
3826	23	23	0	0	0
3827	12	12	0	0	0
3828	13	13	0	0	0
3829	20	20	0	0	0
3830	18	18	0	0	0
3831	23	23	0	0	0
3832	23	23	0	0	0
3833	21	21	0	0	0
3834	16	16	0	0	0
3835	21	21	0	0	0
3836	24	24	0	0	0
3837	18	18	0	0	0
3838	19	19	0	0	0
3839	23	23	0	0	0
3840	23	23	0	0	0
3841	21	21	0	0	0
3842	23	23	0	0	0
3843	19	19	0	0	0
3844	17	17	0	0	0
3845	27	27	0	0	0
3846	24	24	0	0	0
3847	18	18	0	0	0
3848	29	29	0	0	0
3849	22	22	0	0	0
3850	18	18	0	0	0
3851	23	23	0	0	0
3852	28	28	0	0	0
3853	11	11	0	0	0
3854	17	17	0	0	0
3855	21	21	0	0	0
3856	22	22	0	0	0
3857	28	28	0	0	0
3858	24	24	0	0	0
3859	25	25	0	0	0
3860	18	18	0	0	0
3861	18	18	0	0	0
3862	29	29	0	0	0
3863	21	21	0	0	0
3864	23	23	0	0	0
3865	26	26	0	0	0
3866	21	21	0	0	0
3867	23	23	0	0	0
3868	18	18	0	0	0
3869	16	16	0	0	0
3870	22	22	0	0	0
3871	26	26	0	0	0
3872	23	23	0	0	0
3873	17	17	0	0	0
3874	22	22	0	0	0
3875	25	25	0	0	0
3876	25	25	0	0	0
3877	10	10	0	0	0
3878	29	29	0	0	0
3879	19	19	0	0	0
3880	22	22	0	0	0
3881	24	24	0	0	0
3882	16	16	0	0	0
3883	22	22	0	0	0
3884	27	27	0	0	0
3885	19	19	0	0	0
3886	21	21	0	0	0
3887	20	20	0	0	0
3888	14	14	0	0	0
3889	28	28	0	0	0
3890	19	19	0	0	0
3891	19	19	0	0	0
3892	26	26	0	0	0
3893	22	22	0	0	0
3894	16	16	0	0	0
3895	21	21	0	0	0
3896	23	23	0	0	0
3897	17	17	0	0	0
3898	23	23	0	0	0
3899	28	28	0	0	0
3900	22	22	0	0	0
3901	19	19	0	0	0
3902	27	27	0	0	0
3903	26	26	0	0	0
3904	27	27	0	0	0
3905	30	30	0	0	0
3906	19	19	0	0	0
3907	17	17	0	0	0
3908	22	22	0	0	0
3909	23	23	0	0	0
3910	25	25	0	0	0
3911	28	28	0	0	0
3912	22	22	0	0	0
3913	20	20	0	0	0
3914	17	17	0	0	0
3915	26	26	0	0	0
3916	14	14	0	0	0
3917	35	35	0	0	0
3918	27	27	0	0	0
3919	16	16	0	0	0
3920	34	34	0	0	0
3921	21	21	0	0	0
3922	26	26	0	0	0
3923	20	20	0	0	0
3924	21	21	0	0	0
3925	19	19	0	0	0
3926	20	20	0	0	0
3927	17	17	0	0	0
3928	25	25	0	0	0
3929	25	25	0	0	0
3930	24	24	0	0	0
3931	32	32	0	0	0
3932	24	24	0	0	0
3933	12	12	0	0	0
3934	19	19	0	0	0
3935	26	26	0	0	0
3936	26	26	0	0	0
3937	28	28	0	0	0
3938	10	10	0	0	0
3939	15	15	0	0	0
3940	22	22	0	0	0
3941	26	26	0	0	0
3942	19	19	0	0	0
3943	27	27	0	0	0
3944	27	27	0	0	0
3945	25	25	0	0	0
3946	19	19	0	0	0
3947	30	30	0	0	0
3948	31	31	0	0	0
3949	22	22	0	0	0
3950	21	21	0	0	0
3951	26	26	0	0	0
3952	17	17	0	0	0
3953	28	28	0	0	0
3954	28	28	0	0	0
3955	27	27	0	0	0
3956	27	27	0	0	0
3957	28	28	0	0	0
3958	23	23	0	0	0
3959	23	23	0	0	0
3960	22	22	0	0	0
3961	18	18	0	0	0
3962	20	20	0	0	0
3963	27	27	0	0	0
3964	28	28	0	0	0
3965	18	18	0	0	0
3966	32	32	0	0	0
3967	19	19	0	0	0
3968	27	27	0	0	0
3969	20	20	0	0	0
3970	28	28	0	0	0
3971	18	18	0	0	0
3972	31	31	0	0	0
3973	23	23	0	0	0
3974	33	33	0	0	0
3975	27	27	0	0	0
3976	21	21	0	0	0
3977	20	20	0	0	0
3978	25	25	0	0	0
3979	20	20	0	0	0
3980	32	32	0	0	0
3981	29	29	0	0	0
3982	24	24	0	0	0
3983	38	38	0	0	0
3984	23	23	0	0	0
3985	34	34	0	0	0
3986	28	28	0	0	0
3987	25	25	0	0	0
3988	21	21	0	0	0
3989	27	27	0	0	0
3990	29	29	0	0	0
3991	35	35	0	0	0
3992	28	28	0	0	0
3993	22	22	0	0	0
3994	38	38	0	0	0
3995	31	31	0	0	0
3996	32	32	0	0	0
3997	24	24	0	0	0
3998	29	29	0	0	0
3999	30	30	0	0	0
4000	35	35	0	0	0
4001	25	25	0	0	0
4002	28	28	0	0	0
4003	29	29	0	0	0
4004	26	26	0	0	0
4005	27	27	0	0	0
4006	33	33	0	0	0
4007	23	23	0	0	0
4008	26	26	0	0	0
4009	33	33	0	0	0
4010	29	29	0	0	0
4011	16	16	0	0	0
4012	21	21	0	0	0
4013	30	30	0	0	0
4014	36	36	0	0	0
4015	22	22	0	0	0
4016	24	24	0	0	0
4017	21	21	0	0	0
4018	25	25	0	0	0
4019	34	34	0	0	0
4020	26	26	0	0	0
4021	19	19	0	0	0
4022	19	19	0	0	0
4023	23	23	0	0	0
4024	22	22	0	0	0
4025	21	21	0	0	0
4026	23	23	0	0	0
4027	32	32	0	0	0
4028	31	31	0	0	0
4029	25	25	0	0	0
4030	27	27	0	0	0
4031	22	22	0	0	0
4032	20	20	0	0	0
4033	26	26	0	0	0
4034	34	34	0	0	0
4035	27	27	0	0	0
4036	28	28	0	0	0
4037	23	23	0	0	0
4038	32	32	0	0	0
4039	29	29	0	0	0
4040	38	38	0	0	0
4041	25	25	0	0	0
4042	29	29	0	0	0
4043	39	39	0	0	0
4044	29	29	0	0	0
4045	22	22	0	0	0
4046	32	32	0	0	0
4047	33	33	0	0	0
4048	33	33	0	0	0
4049	22	22	0	0	0
4050	28	28	0	0	0
4051	37	37	0	0	0
4052	28	28	0	0	0
4053	36	36	0	0	0
4054	26	26	0	0	0
4055	32	32	0	0	0
4056	34	34	0	0	0
4057	32	32	0	0	0
4058	33	33	0	0	0
4059	28	28	0	0	0
4060	21	21	0	0	0
4061	31	31	0	0	0
4062	33	33	0	0	0
4063	23	23	0	0	0
4064	38	38	0	0	0
4065	24	24	0	0	0
4066	26	26	0	0	0
4067	23	23	0	0	0
4068	34	34	0	0	0
4069	34	34	0	0	0
4070	34	34	0	0	0
4071	22	22	0	0	0
4072	39	39	0	0	0
4073	40	40	0	0	0
4074	29	29	0	0	0
4075	35	35	0	0	0
4076	30	30	0	0	0
4077	37	37	0	0	0
4078	33	33	0	0	0
4079	25	25	0	0	0
4080	48	48	0	0	0
4081	36	36	0	0	0
4082	22	22	0	0	0
4083	32	32	0	0	0
4084	29	29	0	0	0
4085	38	38	0	0	0
4086	39	39	0	0	0
4087	41	41	0	0	0
4088	32	32	0	0	0
4089	27	27	0	0	0
4090	35	35	0	0	0
4091	28	28	0	0	0
4092	43	43	0	0	0
4093	34	34	0	0	0
4094	33	33	0	0	0
4095	37	37	0	0	0
4096	38	38	0	0	0
4097	35	35	0	0	0
4098	41	41	0	0	0
4099	36	36	0	0	0
4100	33	33	0	0	0
4101	33	33	0	0	0
4102	27	27	0	0	0
4103	25	25	0	0	0
4104	45	45	0	0	0
4105	32	32	0	0	0
4106	38	38	0	0	0
4107	44	44	0	0	0
4108	34	34	0	0	0
4109	35	35	0	0	0
4110	34	34	0	0	0
4111	39	39	0	0	0
4112	37	37	0	0	0
4113	31	31	0	0	0
4114	38	38	0	0	0
4115	41	41	0	0	0
4116	35	35	0	0	0
4117	33	33	0	0	0
4118	33	33	0	0	0
4119	33	33	0	0	0
4120	32	32	0	0	0
4121	25	25	0	0	0
4122	46	46	0	0	0
4123	38	38	0	0	0
4124	48	48	0	0	0
4125	41	41	0	0	0
4126	39	39	0	0	0
4127	36	36	0	0	0
4128	33	33	0	0	0
4129	39	39	0	0	0
4130	47	47	0	0	0
4131	45	45	0	0	0
4132	36	36	0	0	0
4133	35	35	0	0	0
4134	26	26	0	0	0
4135	38	38	0	0	0
4136	35	35	0	0	0
4137	45	45	0	0	0
4138	34	34	0	0	0
4139	35	35	0	0	0
4140	33	33	0	0	0
4141	31	31	0	0	0
4142	37	37	0	0	0
4143	40	40	0	0	0
4144	37	37	0	0	0
4145	40	40	0	0	0
4146	33	33	0	0	0
4147	34	34	0	0	0
4148	37	37	0	0	0
4149	35	35	0	0	0
4150	28	28	0	0	0
4151	33	33	0	0	0
4152	37	37	0	0	0
4153	38	38	0	0	0
4154	45	45	0	0	0
4155	29	29	0	0	0
4156	35	35	0	0	0
4157	34	34	0	0	0
4158	46	46	0	0	0
4159	38	38	0	0	0
4160	42	42	0	0	0
4161	33	33	0	0	0
4162	34	34	0	0	0
4163	39	39	0	0	0
4164	28	28	0	0	0
4165	41	41	0	0	0
4166	29	29	0	0	0
4167	44	44	0	0	0
4168	31	31	0	0	0
